"Time","116001F","","116001F","","116001F","",""
"and","141.00","","141.00","","141.00","",""
"Date","Discharge (ML/day)","","Discharge (ML/day)","","Discharge (ML/day)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 02/04/2022,    2549.658,     10,    2502.144,     10,    2626.603,     10, 
00:00:00 03/04/2022,    2446.520,     10,    2415.355,     10,    2502.144,     10, 
00:00:00 04/04/2022,    2350.195,     10,    2305.152,     10,    2423.952,     10, 
00:00:00 05/04/2022,    2245.411,     10,    2206.008,     10,    2305.152,     10, 
00:00:00 06/04/2022,    2152.749,     10,    2125.267,     10,    2206.008,     10, 
00:00:00 07/04/2022,    2073.786,     10,    2046.254,     10,    2125.267,     10, 
00:00:00 08/04/2022,    2002.452,     10,    1976.573,     10,    2046.254,     10, 
00:00:00 09/04/2022,    2126.639,     10,    1976.573,     10,    2206.008,     10, 
00:00:00 10/04/2022,    2030.938,     10,    1999.642,     10,    2085.523,     10, 
00:00:00 11/04/2022,    1960.385,     10,    1938.470,     10,    1999.642,     10, 
00:00:00 12/04/2022,    1939.001,     10,    1908.317,     10,    1968.926,     10, 
00:00:00 13/04/2022,    1905.579,     20,    1881.662,     20,    1930.910,     20, 
00:00:00 14/04/2022,    1841.675,     20,    1815.696,     20,    1881.662,     20, 
00:00:00 15/04/2022,    1749.200,     20,    1706.184,     20,    1815.696,     20, 
00:00:00 16/04/2022,    1655.978,     20,    1626.998,     20,    1706.184,     20, 
00:00:00 17/04/2022,    1647.532,     20,    1626.998,     20,    1688.386,     20, 
00:00:00 18/04/2022,    1785.721,     20,    1688.386,     20,    1881.662,     20, 
00:00:00 19/04/2022,    1810.823,     20,    1760.357,     20,    1881.662,     20, 
00:00:00 20/04/2022,    1707.254,     20,    1679.530,     20,    1760.357,     20, 
00:00:00 21/04/2022,    2013.306,     20,    1653.134,     20,    3759.523,     20, 
00:00:00 22/04/2022,   21836.646,     10,    3759.523,     10,   52257.442,     10, 
00:00:00 23/04/2022,   63263.394,     30,   50250.370,     30,   71692.301,     30, 
00:00:00 24/04/2022,   42348.060,     10,   38500.056,     10,   51137.136,     10, 
00:00:00 25/04/2022,  109850.539,     30,   51137.136,     30,  136205.022,     30, 
00:00:00 26/04/2022,  138001.922,     30,   90015.625,     30,  162342.750,     30, 
00:00:00 27/04/2022,   58118.006,     30,   40396.234,     30,   90015.625,     30, 
00:00:00 28/04/2022,   32141.219,     10,   26610.725,     10,   40396.234,     10, 
00:00:00 29/04/2022,   23046.198,     10,   20003.069,     10,   26610.725,     10, 
00:00:00 30/04/2022,   17649.708,     10,   15752.319,     10,   20003.069,     10, 
00:00:00 01/05/2022,   14253.910,     10,   12969.461,     10,   15752.319,     10, 
00:00:00 02/05/2022,   12115.094,     10,   11353.349,     10,   12969.461,     10, 
00:00:00 03/05/2022,   10859.820,     10,   10674.245,     10,   11353.349,     10, 
00:00:00 04/05/2022,   10306.192,     10,    9764.582,     10,   10697.011,     10, 
00:00:00 05/05/2022,    9204.682,     10,    8710.502,     10,    9764.582,     10, 
00:00:00 06/05/2022,    8259.479,     10,    7891.646,     10,    8710.502,     10, 
00:00:00 07/05/2022,    7588.768,     10,    7330.219,     10,    7891.646,     10, 
00:00:00 08/05/2022,    7585.215,     10,    7199.453,     10,    9129.629,     10, 
00:00:00 09/05/2022,   14550.588,     10,    9129.629,     10,   17755.978,     10, 
00:00:00 10/05/2022,   18284.448,     10,   16442.136,     10,   26733.370,     10, 
00:00:00 11/05/2022,   65473.283,     30,   26733.370,     30,   80710.949,     30, 
00:00:00 12/05/2022,   76175.553,     30,   67120.445,     30,   81820.498,     30, 
00:00:00 13/05/2022,   69303.712,     30,   64329.466,     30,   71942.904,     30, 
00:00:00 14/05/2022,   55026.336,     10,   46496.765,     10,   64329.466,     10, 
00:00:00 15/05/2022,   38985.905,     10,   32435.511,     10,   46496.765,     10, 
00:00:00 16/05/2022,   27466.708,     10,   23517.130,     10,   32435.511,     10, 
00:00:00 17/05/2022,   20816.548,     10,   18540.749,     10,   23517.130,     10, 
00:00:00 18/05/2022,   16903.003,     10,   15507.331,     10,   18540.749,     10, 
00:00:00 19/05/2022,   14398.510,     10,   13445.568,     10,   15507.331,     10, 
00:00:00 20/05/2022,   12910.446,     10,   12558.931,     10,   13445.568,     10, 
00:00:00 21/05/2022,   13618.249,     10,   12775.709,     10,   14064.062,     10, 
00:00:00 22/05/2022,   12110.212,     10,   11075.486,     10,   13421.030,     10, 
00:00:00 23/05/2022,   10427.739,     10,    9875.434,     10,   11075.486,     10, 
00:00:00 24/05/2022,    9444.298,     10,    9053.942,     10,    9875.434,     10, 
00:00:00 25/05/2022,    8703.447,     10,    8381.966,     10,    9053.942,     10, 
00:00:00 26/05/2022,    8072.140,     10,    7788.571,     10,    8381.966,     10, 
00:00:00 27/05/2022,    7508.288,     10,    7279.848,     10,    7788.571,     10, 
00:00:00 28/05/2022,    7031.481,     10,    6831.562,     10,    7279.848,     10, 
00:00:00 29/05/2022,    6531.913,     10,    6277.090,     10,    6831.562,     10, 
00:00:00 30/05/2022,    6026.630,     10,    5813.338,     10,    6277.090,     10, 
00:00:00 31/05/2022,    5593.858,     10,    5396.890,     10,    5813.338,     10, 
00:00:00 01/06/2022,    5194.224,     10,    5024.074,     10,    5396.890,     10, 
00:00:00 02/06/2022,    4869.629,     10,    4729.147,     10,    5024.074,     10, 
00:00:00 03/06/2022,    4604.361,     10,    4505.414,     10,    4729.147,     10, 
00:00:00 04/06/2022,    4384.537,     10,    4287.859,     10,    4505.414,     10, 
00:00:00 05/06/2022,    4198.401,     10,    4134.499,     10,    4287.859,     10, 
00:00:00 06/06/2022,    4056.726,     10,    3995.784,     10,    4134.499,     10, 
00:00:00 07/06/2022,    4017.576,     10,    3984.336,     10,    4099.594,     10, 
00:00:00 08/06/2022,    4199.570,     10,    4099.594,     10,    4252.176,     10, 
00:00:00 09/06/2022,    3971.261,     10,    3826.181,     10,    4146.206,     10, 
00:00:00 10/06/2022,    3685.490,     10,    3574.195,     10,    3826.181,     10, 
00:00:00 11/06/2022,    3480.021,     10,    3415.133,     10,    3574.195,     10, 
00:00:00 12/06/2022,    3349.531,     10,    3301.128,     10,    3415.133,     10, 
00:00:00 13/06/2022,    3254.495,     10,    3229.675,     10,    3301.128,     10, 
00:00:00 14/06/2022,    3197.911,     10,    3179.218,     10,    3229.675,     10, 
00:00:00 15/06/2022,    3132.364,     10,    3109.320,     10,    3179.218,     10, 
00:00:00 16/06/2022,    3061.023,     10,    3040.330,     10,    3109.320,     10, 
00:00:00 17/06/2022,    2999.891,     10,    2972.160,     10,    3040.330,     10, 
00:00:00 18/06/2022,    2929.699,     10,    2895.394,     10,    2972.160,     10, 
00:00:00 19/06/2022,    2865.152,     10,    2829.125,     10,    2895.394,     10, 
00:00:00 20/06/2022,    2782.843,     10,    2745.230,     10,    2829.125,     10, 
00:00:00 21/06/2022,    2718.380,     10,    2699.266,     10,    2745.230,     10, 
00:00:00 22/06/2022,    2696.419,     10,    2671.877,     10,    2717.582,     10, 
00:00:00 23/06/2022,    2634.733,     10,    2599.646,     10,    2680.992,     10, 
00:00:00 24/06/2022,    2551.613,     10,    2519.726,     10,    2599.646,     10, 
00:00:00 25/06/2022,    2489.036,     10,    2467.238,     10,    2519.726,     10, 
00:00:00 26/06/2022,    2471.045,     10,    2458.555,     10,    2484.648,     10, 
00:00:00 27/06/2022,    2444.662,     10,    2432.592,     10,    2467.238,     10, 
00:00:00 28/06/2022,    2432.068,     10,    2415.355,     10,    2467.238,     10, 
00:00:00 29/06/2022,    2438.352,     10,    2432.592,     10,    2441.232,     10, 
00:00:00 30/06/2022,    2474.456,     10,    2441.232,     10,    2572.819,     10, 
00:00:00 01/07/2022,    2774.178,     10,    2572.819,     10,    2981.837,     10, 
00:00:00 02/07/2022,    3402.878,     10,    2981.837,     10,    3770.582,     10, 
00:00:00 03/07/2022,    3832.524,     10,    3770.582,     10,    3870.979,     10, 
00:00:00 04/07/2022,    3966.039,     10,    3770.582,     10,    4678.906,     10, 
00:00:00 05/07/2022,   10153.613,     10,    4678.906,     10,   18241.805,     10, 
00:00:00 06/07/2022,   19142.232,     10,   16376.645,     10,   20507.818,     10, 
00:00:00 07/07/2022,   13437.706,     10,   12307.507,     10,   16376.645,     10, 
00:00:00 08/07/2022,   15910.205,     10,   12945.182,     10,   17022.010,     10, 
00:00:00 09/07/2022,   13800.151,     10,   11774.333,     10,   16050.485,     10, 
00:00:00 10/07/2022,   10424.216,     10,    9347.011,     10,   11774.333,     10, 
00:00:00 11/07/2022,    8504.341,     10,    7819.459,     10,    9347.011,     10, 
00:00:00 12/07/2022,    7309.506,     10,    6890.789,     10,    7819.459,     10, 
00:00:00 13/07/2022,    6390.564,     10,    5927.386,     10,    6890.789,     10, 
00:00:00 14/07/2022,    5516.566,     10,    5182.013,     10,    5927.386,     10, 
00:00:00 15/07/2022,    4864.054,     10,    4616.525,     10,    5182.013,     10, 
00:00:00 16/07/2022,    4405.059,     10,    4275.936,     10,    4616.525,     10, 
00:00:00 17/07/2022,    4195.907,     10,    4146.206,     10,    4275.936,     10, 
00:00:00 18/07/2022,    4072.460,     10,    3938.803,     10,    4169.621,     10, 
00:00:00 19/07/2022,    3787.697,     10,    3649.882,     10,    3938.803,     10, 
00:00:00 20/07/2022,    3531.205,     10,    3457.166,     10,    3649.882,     10, 
00:00:00 21/07/2022,    3396.287,     10,    3342.341,     10,    3457.166,     10, 
00:00:00 22/07/2022,    3291.551,     10,    3250.022,     10,    3342.341,     10, 
00:00:00 23/07/2022,    3187.529,     10,    3119.256,     10,    3250.022,     10, 
00:00:00 24/07/2022,    3034.601,     10,    2972.160,     10,    3119.256,     10, 
00:00:00 25/07/2022,    2906.040,     10,    2866.882,     10,    2972.160,     10, 
00:00:00 26/07/2022,    2808.504,     10,    2773.051,     10,    2866.882,     10, 
00:00:00 27/07/2022,    2721.907,     10,    2680.992,     10,    2773.051,     10, 
00:00:00 28/07/2022,    2625.738,     10,    2581.762,     10,    2680.992,     10, 
00:00:00 29/07/2022,    2532.077,     10,    2502.144,     10,    2581.762,     10, 
00:00:00 30/07/2022,    2456.789,     10,    2432.592,     10,    2502.144,     10, 
00:00:00 31/07/2022,    2407.495,     10,    2398.205,     10,    2432.592,     10, 
00:00:00 01/08/2022,    2435.879,     10,    2398.205,     10,    2475.922,     10, 
00:00:00 02/08/2022,    2447.387,     10,    2415.355,     10,    2467.238,     10, 
00:00:00 03/08/2022,    2373.028,     10,    2347.186,     10,    2415.355,     10, 
00:00:00 04/08/2022,    2314.066,     10,    2288.434,     10,    2347.186,     10, 
00:00:00 05/08/2022,    2265.610,     10,    2255.256,     10,    2288.434,     10, 
00:00:00 06/08/2022,    2216.422,     10,    2197.843,     10,    2255.256,     10, 
00:00:00 07/08/2022,    2172.333,     10,    2157.365,     10,    2197.843,     10, 
00:00:00 08/08/2022,    2161.883,     10,    2149.286,     10,    2173.478,     10, 
00:00:00 09/08/2022,    2154.995,     10,    2149.286,     10,    2165.400,     10, 
00:00:00 10/08/2022,    2114.168,     10,    2093.472,     10,    2149.286,     10, 
00:00:00 11/08/2022,    2065.054,     10,    2054.074,     10,    2093.472,     10, 
00:00:00 12/08/2022,    2036.351,     10,    2022.883,     10,    2054.074,     10, 
00:00:00 13/08/2022,    2028.229,     10,    2022.883,     10,    2038.435,     10, 
00:00:00 14/08/2022,    2016.774,     10,    1991.952,     10,    2038.435,     10, 
00:00:00 15/08/2022,    1957.363,     10,    1938.470,     10,    1991.952,     10, 
00:00:00 16/08/2022,    1891.844,     20,    1862.654,     20,    1938.470,     20, 
00:00:00 17/08/2022,    1818.500,     20,    1787.875,     20,    1862.654,     20, 
00:00:00 18/08/2022,    1747.764,     20,    1724.112,     20,    1787.875,     20, 
00:00:00 19/08/2022,    1687.701,     20,    1661.904,     20,    1724.112,     20, 
00:00:00 20/08/2022,    1648.440,     20,    1626.998,     20,    1670.674,     20, 
00:00:00 21/08/2022,    1608.913,     20,    1584.101,     20,    1635.682,     20, 
00:00:00 22/08/2022,    1575.090,     20,    1558.699,     20,    1592.611,     20, 
00:00:00 23/08/2022,    1547.362,     20,    1533.600,     20,    1567.123,     20, 
00:00:00 24/08/2022,    1517.932,     20,    1492.344,     20,    1541.938,     20, 
00:00:00 25/08/2022,    1464.505,     20,    1443.830,     20,    1500.509,     20, 
00:00:00 26/08/2022,    1419.490,     20,    1404.173,     20,    1443.830,     20, 
00:00:00 27/08/2022,    1442.849,     20,    1419.941,     20,    1541.938,     20, 
00:00:00 28/08/2022,    1954.932,     20,    1541.938,     20,    2271.802,     20, 
00:00:00 29/08/2022,    2281.322,     10,    2141.294,     10,    2572.819,     10, 
00:00:00 30/08/2022,    4907.157,     10,    2572.819,     10,    7149.384,     10, 
00:00:00 31/08/2022,    6403.757,     10,    5424.106,     10,    7119.403,     10, 
00:00:00 01/09/2022,    5319.269,     10,    4299.782,     10,    6792.163,     10, 
00:00:00 02/09/2022,    4548.310,     10,    4204.872,     10,    4830.581,     10, 
00:00:00 03/09/2022,    4950.117,     10,    4729.147,     10,    5076.389,     10, 
00:00:00 04/09/2022,    4534.361,     10,    4111.214,     10,    4946.141,     10, 
00:00:00 05/09/2022,    3780.032,     10,    3531.384,     10,    4111.214,     10, 
00:00:00 06/09/2022,    3366.189,     10,    3219.566,     10,    3531.384,     10, 
00:00:00 07/09/2022,    3154.241,     10,    3109.320,     10,    3219.566,     10, 
00:00:00 08/09/2022,    3158.461,     10,    3119.256,     10,    3311.366,     10, 
00:00:00 09/09/2022,    2974.807,     10,    2904.941,     10,    3169.195,     10, 
00:00:00 10/09/2022,    2768.809,     10,    2680.992,     10,    2904.941,     10, 
00:00:00 11/09/2022,    2576.149,     10,    2502.144,     10,    2680.992,     10, 
00:00:00 12/09/2022,    2415.759,     10,    2355.653,     10,    2502.144,     10, 
00:00:00 13/09/2022,    2289.964,     10,    2238.754,     10,    2355.653,     10, 
00:00:00 14/09/2022,    2182.406,     10,    2141.294,     10,    2238.754,     10, 
00:00:00 15/09/2022,    2094.676,     10,    2069.755,     10,    2141.294,     10, 
00:00:00 16/09/2022,    2028.761,     10,    1991.952,     10,    2069.755,     10, 
00:00:00 17/09/2022,    1958.639,     10,    1923.350,     10,    1991.952,     10, 
00:00:00 18/09/2022,    1887.815,     20,    1853.194,     20,    1923.350,     20, 
00:00:00 19/09/2022,    1814.022,     20,    1787.875,     20,    1853.194,     20, 
00:00:00 20/09/2022,    1745.678,     20,    1715.126,     20,    1787.875,     20, 
00:00:00 21/09/2022,    1675.193,     20,    1644.365,     20,    1715.126,     20, 
00:00:00 22/09/2022,    1614.829,     20,    1592.611,     20,    1644.365,     20, 
00:00:00 23/09/2022,    1556.331,     20,    1525.262,     20,    1592.611,     20, 
00:00:00 24/09/2022,    1500.256,     20,    1476.058,     20,    1525.262,     20, 
00:00:00 25/09/2022,    1450.205,     20,    1427.890,     20,    1476.058,     20, 
00:00:00 26/09/2022,    1402.759,     20,    1388.534,     20,    1427.890,     20, 
00:00:00 27/09/2022,    1363.745,     20,    1342.310,     20,    1388.534,     20, 
00:00:00 28/09/2022,    1331.595,     20,    1312.070,     20,    1349.957,     20, 
00:00:00 29/09/2022,    1364.054,     20,    1327.104,     20,    1380.758,     20, 
00:00:00 30/09/2022,    1389.424,     20,    1373.026,     20,    1427.890,     20, 
00:00:00 01/10/2022,    1388.213,     20,    1357.603,     20,    1427.890,     20, 
00:00:00 02/10/2022,    1332.261,     20,    1312.070,     20,    1357.603,     20, 
00:00:00 03/10/2022,    1272.386,     20,    1245.629,     20,    1312.070,     20, 
00:00:00 04/10/2022,    1290.763,     20,    1238.414,     20,    1365.293,     20, 
00:00:00 05/10/2022,    1449.802,     20,    1349.957,     20,    1601.165,     20, 
00:00:00 06/10/2022,    1780.268,     20,    1601.165,     20,    1881.662,     20, 
00:00:00 07/10/2022,    1918.571,     20,    1881.662,     20,    1961.280,     20, 
00:00:00 08/10/2022,    2023.780,     10,    1961.280,     10,    2054.074,     10, 
00:00:00 09/10/2022,    1914.512,     20,    1815.696,     20,    2015.107,     20, 
00:00:00 10/10/2022,    1778.153,     20,    1724.112,     20,    1853.194,     20, 
00:00:00 11/10/2022,    1819.237,     20,    1797.120,     20,    1853.194,     20, 
00:00:00 12/10/2022,    1740.751,     20,    1679.530,     20,    1797.120,     20, 
00:00:00 13/10/2022,    1636.819,     20,    1618.358,     20,    1679.530,     20, 
00:00:00 14/10/2022,    1581.954,     20,    1525.262,     20,    1644.365,     20, 
00:00:00 15/10/2022,    1462.875,     20,    1412.035,     20,    1525.262,     20, 
00:00:00 16/10/2022,    1367.735,     20,    1334.707,     20,    1412.035,     20, 
00:00:00 17/10/2022,    1300.616,     20,    1274.875,     20,    1334.707,     20, 
00:00:00 18/10/2022,    1241.502,     20,    1216.858,     20,    1274.875,     20, 
00:00:00 19/10/2022,    1192.853,     20,    1174.522,     20,    1216.858,     20, 
00:00:00 20/10/2022,    1276.075,     20,    1153.742,     20,    1806.365,     20, 
00:00:00 21/10/2022,    3682.618,     20,    1806.365,     20,    6396.192,     20, 
00:00:00 22/10/2022,    4948.375,     10,    4157.870,     10,    6396.192,     10, 
00:00:00 23/10/2022,    3359.512,     10,    2662.762,     10,    4157.870,     10, 
00:00:00 24/10/2022,    2359.257,     10,    2141.294,     10,    2662.762,     10, 
00:00:00 25/10/2022,    1989.824,     20,    1825.027,     20,    2141.294,     20, 
00:00:00 26/10/2022,    1724.654,     20,    1626.998,     20,    1834.358,     20, 
00:00:00 27/10/2022,    1879.014,     20,    1517.011,     20,    2904.941,     20, 
00:00:00 28/10/2022,    2344.421,     10,    2022.883,     10,    2904.941,     10, 
00:00:00 29/10/2022,    2293.340,     10,    2022.883,     10,    2653.690,     10, 
00:00:00 30/10/2022,    2508.191,     10,    2165.400,     10,    2773.051,     10, 
00:00:00 31/10/2022,    1987.503,     20,    1815.696,     20,    2165.400,     20, 
00:00:00 01/11/2022,    1702.524,     20,    1609.762,     20,    1815.696,     20, 
00:00:00 02/11/2022,    1689.700,     20,    1601.165,     20,    1760.357,     20, 
00:00:00 03/11/2022,    1559.668,     20,    1525.262,     20,    1653.134,     20, 
00:00:00 04/11/2022,    1518.905,     20,    1459.858,     20,    1626.998,     20, 
00:00:00 05/11/2022,    1375.278,     20,    1334.707,     20,    1459.858,     20, 
00:00:00 06/11/2022,    1304.339,     20,    1282.262,     20,    1334.707,     20, 
00:00:00 07/11/2022,    1253.153,     20,    1231.200,     20,    1289.650,     20, 
00:00:00 08/11/2022,    1214.960,     20,    1202.645,     20,    1238.414,     20, 
00:00:00 09/11/2022,    1197.099,     20,    1174.522,     20,    1216.858,     20, 
00:00:00 10/11/2022,    1147.339,     20,    1133.179,     20,    1174.522,     20, 
00:00:00 11/11/2022,    1114.042,     20,    1099.483,     20,    1140.005,     20, 
00:00:00 12/11/2022,    1093.848,     20,    1079.568,     20,    1112.875,     20, 
00:00:00 13/11/2022,    1048.713,     20,    1021.291,     20,    1079.568,     20, 
00:00:00 14/11/2022,    1004.660,     20,     983.664,     20,    1027.685,     20, 
00:00:00 15/11/2022,     971.753,     20,     952.992,     20,     996.106,     20, 
00:00:00 16/11/2022,     937.635,     20,     917.050,     20,     965.174,     20, 
00:00:00 17/11/2022,     901.219,     20,     876.226,     20,     922.968,     20, 
00:00:00 18/11/2022,     865.642,     20,     842.227,     20,     899.381,     20, 
00:00:00 19/11/2022,     841.882,     20,     820.066,     20,     864.821,     20, 
00:00:00 20/11/2022,     805.424,     20,     792.936,     20,     820.066,     20, 
00:00:00 21/11/2022,     780.190,     20,     761.141,     20,     803.693,     20, 
00:00:00 22/11/2022,     862.600,     20,     798.293,     20,     893.592,     20, 
00:00:00 23/11/2022,     934.340,     20,     864.821,     20,    1034.078,     20, 
00:00:00 24/11/2022,    1338.929,     20,    1027.685,     20,    1525.262,     20, 
00:00:00 25/11/2022,    1277.478,     20,    1174.522,     20,    1443.830,     20, 
00:00:00 26/11/2022,    1470.989,     20,    1174.522,     20,    1834.358,     20, 
00:00:00 27/11/2022,    1218.308,     20,    1160.654,     20,    1327.104,     20, 
00:00:00 28/11/2022,    1695.873,     20,    1160.654,     20,    1806.365,     20, 
00:00:00 29/11/2022,    2075.063,     20,    1724.112,     20,    2288.434,     20, 
00:00:00 30/11/2022,    2229.580,     10,    2117.275,     10,    2819.750,     10, 
00:00:00 01/12/2022,    8259.074,     10,    2819.750,     10,   23517.130,     10, 
00:00:00 02/12/2022,   20349.023,     10,   17877.067,     10,   24271.445,     10, 
00:00:00 03/12/2022,   20170.828,     10,   17890.503,     10,   21902.271,     10, 
00:00:00 04/12/2022,   17892.826,     10,   13371.955,     10,   21658.277,     10, 
00:00:00 05/12/2022,   10222.431,     10,    8026.301,     10,   13371.955,     10, 
00:00:00 06/12/2022,    7087.017,     10,    6351.394,     10,    8026.301,     10, 
00:00:00 07/12/2022,    5567.359,     10,    4704.005,     10,    6351.394,     10, 
00:00:00 08/12/2022,    4145.629,     10,    3704.443,     10,    4704.005,     10, 
00:00:00 09/12/2022,    3364.410,     10,    3069.792,     10,    3704.443,     10, 
00:00:00 10/12/2022,    2827.949,     10,    2626.603,     10,    3069.792,     10, 
00:00:00 11/12/2022,    2444.253,     10,    2305.152,     10,    2626.603,     10, 
00:00:00 12/12/2022,    2257.229,    130,    2157.365,    130,    2406.758,    130, 
00:00:00 13/12/2022,    2219.974,     10,    2030.659,     10,    2398.205,     10, 
00:00:00 14/12/2022,    1913.494,     20,    1806.365,     20,    2030.659,     20, 
00:00:00 15/12/2022,    1724.267,     20,    1670.674,     20,    1806.365,     20, 
00:00:00 16/12/2022,    1820.587,     20,    1724.112,     20,    1853.194,     20, 
00:00:00 17/12/2022,    1761.026,     20,    1733.141,     20,    1815.696,     20, 
00:00:00 18/12/2022,    3116.057,     20,    1733.141,     20,    3531.384,     20, 
00:00:00 19/12/2022,    3205.893,     10,    2952.893,     10,    3383.813,     10, 
00:00:00 20/12/2022,    2748.217,     10,    2502.144,     10,    2952.893,     10, 
00:00:00 21/12/2022,    2441.446,     10,    2406.758,     10,    2502.144,     10, 
00:00:00 22/12/2022,    2367.727,     10,    2305.152,     10,    2406.758,     10, 
00:00:00 23/12/2022,    2198.267,     20,    2133.259,     20,    2305.152,     20, 
00:00:00 24/12/2022,    2147.069,     20,    2093.472,     20,    2230.546,     20, 
00:00:00 25/12/2022,    2371.842,     30,    2222.338,     30,    2590.704,     30, 
00:00:00 26/12/2022,    2623.379,     10,    2355.653,     10,    3531.384,     10, 
00:00:00 27/12/2022,    9196.180,     10,    3531.384,     10,   12427.042,     10, 
00:00:00 28/12/2022,    9215.032,     10,    8078.314,     10,   11272.090,     10, 
00:00:00 29/12/2022,    7011.511,     10,    5956.070,     10,    8078.314,     10, 
00:00:00 30/12/2022,    5146.353,     10,    4616.525,     10,    5956.070,     10, 
00:00:00 31/12/2022,    4402.698,     10,    4193.122,     10,    4616.525,     10, 
00:00:00 01/01/2023,    4043.154,     10,    3938.803,     10,    4193.122,     10, 
00:00:00 02/01/2023,   12214.441,     10,    3938.803,     10,   31622.400,     10, 
00:00:00 03/01/2023,   47338.892,     10,   31622.400,     10,   55063.196,     10, 
00:00:00 04/01/2023,   40721.262,     10,   36752.573,     10,   43951.205,     10, 
00:00:00 05/01/2023,   45728.476,     10,   37093.162,     10,   63029.405,     10, 
00:00:00 06/01/2023,  102615.275,     30,   63029.405,     30,  130624.359,     30, 
00:00:00 07/01/2023,   99950.064,     30,   90762.034,     30,  122393.550,     30, 
00:00:00 08/01/2023,   86835.916,     30,   78121.152,     30,   90762.034,     30, 
00:00:00 09/01/2023,   63212.914,     30,   50910.250,     30,   78121.152,     30, 
00:00:00 10/01/2023,   47657.914,     10,   43322.127,     10,   50910.250,     10, 
00:00:00 11/01/2023,   39397.318,     10,   36311.371,     10,   43322.127,     10, 
00:00:00 12/01/2023,   33895.346,     10,   33222.355,     10,   36311.371,     10, 
00:00:00 13/01/2023,   32591.590,     10,   31460.573,     10,   33618.024,     10, 
00:00:00 14/01/2023,   30395.823,     10,   29508.192,     10,   31557.643,     10, 
00:00:00 15/01/2023,   39411.824,     10,   31557.643,     10,   51781.767,     10, 
00:00:00 16/01/2023,   73292.380,     30,   51781.767,     30,   92374.301,     30, 
00:00:00 17/01/2023,  101912.079,     30,   92374.301,     30,  106682.141,     30, 
00:00:00 18/01/2023,  127909.703,     30,  106682.141,     30,  153852.265,     30, 
00:00:00 19/01/2023,  126627.116,     30,  104084.914,     30,  149337.563,     30, 
00:00:00 20/01/2023,   93796.892,     30,   90678.961,     30,  104084.914,     30, 
00:00:00 21/01/2023,   86547.687,     30,   69849.303,     30,   93886.215,     30, 
00:00:00 22/01/2023,   52734.567,     30,   38620.930,     30,   69849.303,     30, 
00:00:00 23/01/2023,   30938.825,     10,   25424.842,     10,   38620.930,     10, 
00:00:00 24/01/2023,   22442.858,     10,   20017.023,     10,   25424.842,     10, 
00:00:00 25/01/2023,   18325.014,     10,   16744.450,     10,   20017.023,     10, 
00:00:00 26/01/2023,   15475.542,     10,   14364.086,     10,   16744.450,     10, 
00:00:00 27/01/2023,   13780.830,     10,   13384.224,     10,   14364.086,     10, 
00:00:00 28/01/2023,   15133.655,     10,   13927.205,     10,   16573.335,     10, 
00:00:00 29/01/2023,   32707.374,     10,   16573.335,     10,   39540.183,     10, 
00:00:00 30/01/2023,   32474.053,     10,   25575.912,     10,   37623.053,     10, 
00:00:00 31/01/2023,   20909.172,     10,   18323.194,     10,   25575.912,     10, 
00:00:00 01/02/2023,   33691.618,     10,   18323.194,     10,   47731.292,     10, 
00:00:00 02/02/2023,   50046.500,     10,   47731.292,     10,   51212.866,     10, 
00:00:00 03/02/2023,   58941.586,     10,   50457.428,     10,   63029.405,     10, 
00:00:00 04/02/2023,   60243.189,     10,   56659.738,     10,   63881.612,     10, 
00:00:00 05/02/2023,   58326.045,     10,   55879.114,     10,   60115.954,     10, 
00:00:00 06/02/2023,   69367.961,     30,   56229.984,     30,   88585.532,     30, 
00:00:00 07/02/2023,   86972.874,     30,   71492.069,     30,   93409.114,     30, 
00:00:00 08/02/2023,   57639.575,     30,   47490.927,     30,   71492.069,     30, 
00:00:00 09/02/2023,   44629.950,     10,   41505.567,     10,   47490.927,     10, 
00:00:00 10/02/2023,   37426.835,     10,   32975.770,     10,   41983.963,     10, 
00:00:00 11/02/2023,   32825.763,     10,   31315.162,     10,   35753.875,     10, 
00:00:00 12/02/2023,   46679.479,     10,   35753.875,     10,   60036.250,     10, 
00:00:00 13/02/2023,   56790.723,     10,   47527.906,     10,   61336.181,     10, 
00:00:00 14/02/2023,   37223.790,     10,   28861.186,     10,   47527.906,     10, 
00:00:00 15/02/2023,   24368.304,     10,   21187.095,     10,   28861.186,     10, 
00:00:00 16/02/2023,   19476.504,     10,   18336.759,     10,   21187.095,     10, 
00:00:00 17/02/2023,   18993.443,     10,   18323.194,     10,   20451.528,     10, 
00:00:00 18/02/2023,   22384.704,     10,   20451.528,     10,   23047.805,     10, 
00:00:00 19/02/2023,   27053.455,     10,   23047.805,     10,   28987.071,     10, 
00:00:00 20/02/2023,   31283.937,     10,   28782.605,     10,   33172.978,     10, 
00:00:00 21/02/2023,   27125.165,     10,   24524.597,     10,   30032.295,     10, 
00:00:00 22/02/2023,   23621.424,     10,   23150.189,     10,   24524.597,     10, 
00:00:00 23/02/2023,   23630.849,     10,   23106.298,     10,   24703.834,     10, 
00:00:00 24/02/2023,   26408.476,     10,   24703.834,     10,   27798.466,     10, 
00:00:00 25/02/2023,   29624.419,     10,   27674.266,     10,   31057.215,     10, 
00:00:00 26/02/2023,   24679.461,     10,   22349.520,     10,   27674.266,     10, 
