"Time","120006B","","120006B","","120006B","",""
"and","141.00","","141.00","","141.00","",""
"Date","Discharge (ML/day)","","Discharge (ML/day)","","Discharge (ML/day)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 04/06/2015,    1769.881,     20,    1749.470,     20,    1805.069,     20, 
00:00:00 05/06/2015,    1721.608,     20,    1705.882,     20,    1754.957,     20, 
00:00:00 06/06/2015,    1680.243,     20,    1663.157,     20,    1705.882,     20, 
00:00:00 07/06/2015,    1644.210,     20,    1636.891,     20,    1663.157,     20, 
00:00:00 08/06/2015,    1795.021,     20,    1636.891,     20,    2066.213,     20, 
00:00:00 09/06/2015,    2054.506,     20,    2010.571,     20,    2085.005,     20, 
00:00:00 10/06/2015,    1969.218,     20,    1926.331,     20,    2010.571,     20, 
00:00:00 11/06/2015,    1881.526,     20,    1822.046,     20,    1926.331,     20, 
00:00:00 12/06/2015,    1789.023,     20,    1754.957,     20,    1822.046,     20, 
00:00:00 13/06/2015,    1717.709,     20,    1679.098,     20,    1754.957,     20, 
00:00:00 14/06/2015,    1631.471,     20,    1485.864,     20,    1679.098,     20, 
00:00:00 15/06/2015,     982.874,     20,     245.851,     20,    1485.864,     20, 
00:00:00 16/06/2015,     239.594,     20,     128.218,     20,     330.739,     20, 
00:00:00 17/06/2015,     105.480,     20,      67.306,     20,     128.218,     20, 
00:00:00 18/06/2015,      41.801,     20,      27.475,     20,      67.306,     20, 
00:00:00 19/06/2015,      21.422,     20,      17.971,     20,      27.475,     20, 
00:00:00 20/06/2015,      36.445,     20,      17.755,     20,      84.758,     20, 
00:00:00 21/06/2015,     158.658,     20,      84.758,     20,     286.891,     20, 
00:00:00 22/06/2015,     404.723,     20,     286.891,     20,     486.994,     20, 
00:00:00 23/06/2015,     517.493,     20,     486.994,     20,     552.398,     20, 
00:00:00 24/06/2015,     556.892,     20,     536.630,     20,     574.085,     20, 
00:00:00 25/06/2015,     510.094,     20,     468.331,     20,     536.630,     20, 
00:00:00 26/06/2015,     623.268,     20,     445.910,     20,    1134.994,     20, 
00:00:00 27/06/2015,    1020.974,     20,     777.470,     20,    1158.840,     20, 
00:00:00 28/06/2015,     963.630,     20,     770.213,     20,    1500.466,     20, 
00:00:00 29/06/2015,    1818.221,     20,    1500.466,     20,    2016.706,     20, 
00:00:00 30/06/2015,    2059.513,     20,    2016.706,     20,    2072.477,     20, 
00:00:00 01/07/2015,    2075.348,     20,    2066.213,     20,    2078.741,     20, 
00:00:00 02/07/2015,    2064.935,     20,    2053.771,     20,    2078.741,     20, 
00:00:00 03/07/2015,    2040.454,     20,    2035.152,     20,    2053.771,     20, 
00:00:00 04/07/2015,    2035.152,     20,    2035.152,     20,    2035.152,     20, 
00:00:00 05/07/2015,    2038.778,     20,    2035.152,     20,    2047.550,     20, 
00:00:00 06/07/2015,    2064.311,     20,    2047.550,     20,    2091.312,     20, 
00:00:00 07/07/2015,    2124.558,     20,    2091.312,     20,    2161.555,     20, 
00:00:00 08/07/2015,    2139.666,     20,    2066.213,     20,    2174.515,     20, 
00:00:00 09/07/2015,    1977.585,     20,    1727.568,     20,    2066.213,     20, 
00:00:00 10/07/2015,    1645.425,     20,    1626.480,     20,    1727.568,     20, 
00:00:00 11/07/2015,    1628.870,     20,    1626.480,     20,    1647.389,     20, 
00:00:00 12/07/2015,    1642.358,     20,    1631.664,     20,    1647.389,     20, 
00:00:00 13/07/2015,    1620.374,     20,    1600.646,     20,    1647.389,     20, 
00:00:00 14/07/2015,    1587.648,     20,    1580.213,     20,    1600.646,     20, 
00:00:00 15/07/2015,    1565.542,     20,    1554.941,     20,    1580.213,     20, 
00:00:00 16/07/2015,    1539.119,     20,    1525.046,     20,    1554.941,     20, 
00:00:00 17/07/2015,    1519.271,     20,    1510.229,     20,    1534.939,     20, 
00:00:00 18/07/2015,    1542.223,     20,    1534.939,     20,    1544.918,     20, 
00:00:00 19/07/2015,    1549.408,     20,    1544.918,     20,    1549.930,     20, 
00:00:00 20/07/2015,    1545.965,     20,    1539.950,     20,    1549.930,     20, 
00:00:00 21/07/2015,    1539.950,     20,    1539.950,     20,    1539.950,     20, 
00:00:00 22/07/2015,    1543.890,     20,    1539.950,     20,    1549.930,     20, 
00:00:00 23/07/2015,    1549.930,     20,    1549.930,     20,    1549.930,     20, 
00:00:00 24/07/2015,    1549.930,     20,    1549.930,     20,    1549.930,     20, 
00:00:00 25/07/2015,    1548.781,     20,    1544.918,     20,    1549.930,     20, 
00:00:00 26/07/2015,    1542.538,     20,    1539.950,     20,    1544.918,     20, 
00:00:00 27/07/2015,    1538.802,     20,    1534.939,     20,    1539.950,     20, 
00:00:00 28/07/2015,    1525.342,     20,    1520.078,     20,    1534.939,     20, 
00:00:00 29/07/2015,    1528.448,     20,    1520.078,     20,    1544.918,     20, 
00:00:00 30/07/2015,    1563.465,     20,    1544.918,     20,    1580.213,     20, 
00:00:00 31/07/2015,    1581.068,     20,    1570.061,     20,    1590.408,     20, 
00:00:00 01/08/2015,    1546.923,     20,    1447.459,     20,    1590.408,     20, 
00:00:00 02/08/2015,    1435.120,     20,    1423.829,     20,    1447.459,     20, 
00:00:00 03/08/2015,    1457.988,     20,    1442.707,     20,    1481.026,     20, 
00:00:00 04/08/2015,    1486.066,     20,    1481.026,     20,    1490.702,     20, 
00:00:00 05/08/2015,    1381.931,     20,    1220.141,     20,    1481.026,     20, 
00:00:00 06/08/2015,    1068.462,     20,     910.397,     20,    1220.141,     20, 
00:00:00 07/08/2015,     864.492,     20,     763.042,     20,     910.397,     20, 
00:00:00 08/08/2015,     633.254,     20,     579.614,     20,     763.042,     20, 
00:00:00 09/08/2015,     532.276,     20,     496.541,     20,     579.614,     20, 
00:00:00 10/08/2015,     538.271,     20,     511.272,     20,     557.755,     20, 
00:00:00 11/08/2015,     531.645,     20,     511.272,     20,     574.085,     20, 
00:00:00 12/08/2015,     546.105,     20,     516.240,     20,     574.085,     20, 
00:00:00 13/08/2015,     530.194,     20,     521.251,     20,     536.630,     20, 
00:00:00 14/08/2015,     519.048,     20,     491.746,     20,     541.814,     20, 
00:00:00 15/08/2015,     510.251,     20,     501.422,     20,     516.240,     20, 
00:00:00 16/08/2015,     518.083,     20,     506.304,     20,     541.814,     20, 
00:00:00 17/08/2015,     595.405,     20,     541.814,     20,     748.872,     20, 
00:00:00 18/08/2015,     913.018,     20,     748.872,     20,    1016.366,     20, 
00:00:00 19/08/2015,    1051.017,     20,    1007.122,     20,    1123.200,     20, 
00:00:00 20/08/2015,    1180.374,     20,    1123.200,     20,    1232.712,     20, 
00:00:00 21/08/2015,    1244.138,     20,    1232.712,     20,    1249.603,     20, 
00:00:00 22/08/2015,    1234.284,     20,    1232.712,     20,    1241.136,     20, 
00:00:00 23/08/2015,    1230.704,     20,    1228.522,     20,    1232.712,     20, 
00:00:00 24/08/2015,    1223.458,     20,    1220.141,     20,    1228.522,     20, 
00:00:00 25/08/2015,    1214.266,     20,    1211.846,     20,    1220.141,     20, 
00:00:00 26/08/2015,    1208.477,     20,    1207.699,     20,    1211.846,     20, 
00:00:00 27/08/2015,    1202.882,     20,    1199.448,     20,    1207.699,     20, 
00:00:00 28/08/2015,    1197.910,     20,    1195.344,     20,    1207.699,     20, 
00:00:00 29/08/2015,    1189.166,     20,    1154.822,     20,    1207.699,     20, 
00:00:00 30/08/2015,    1097.834,     20,     988.848,     20,    1162.858,     20, 
00:00:00 31/08/2015,     907.529,     20,     701.136,     20,    1007.122,     20, 
00:00:00 01/09/2015,     575.301,     20,     521.251,     20,     701.136,     20, 
00:00:00 02/09/2015,     589.426,     20,     552.398,     20,     631.714,     20, 
00:00:00 03/09/2015,     648.663,     20,     625.709,     20,     668.779,     20, 
00:00:00 04/09/2015,     629.656,     20,     602.251,     20,     656.208,     20, 
00:00:00 05/09/2015,     596.321,     20,     541.814,     20,     631.714,     20, 
00:00:00 06/09/2015,     562.949,     20,     541.814,     20,     596.506,     20, 
00:00:00 07/09/2015,     601.439,     20,     590.846,     20,     613.872,     20, 
00:00:00 08/09/2015,     597.525,     20,     563.155,     20,     625.709,     20, 
00:00:00 09/09/2015,     593.591,     20,     579.614,     20,     608.040,     20, 
00:00:00 10/09/2015,     611.960,     20,     585.187,     20,     637.762,     20, 
00:00:00 11/09/2015,     668.272,     20,     590.846,     20,     970.920,     20, 
00:00:00 12/09/2015,    1108.676,     20,     970.920,     20,    1166.875,     20, 
00:00:00 13/09/2015,    1133.079,     20,    1035.072,     20,    1170.893,     20, 
00:00:00 14/09/2015,     962.897,     20,     853.330,     20,    1054.080,     20, 
00:00:00 15/09/2015,     839.247,     20,     814.622,     20,     861.278,     20, 
00:00:00 16/09/2015,     853.297,     20,     799.546,     20,     953.251,     20, 
00:00:00 17/09/2015,     958.398,     20,     910.397,     20,     997.963,     20, 
00:00:00 18/09/2015,     889.449,     20,     837.648,     20,     944.525,     20, 
00:00:00 19/09/2015,     987.658,     20,     927.331,     20,    1123.200,     20, 
00:00:00 20/09/2015,    1186.834,     20,    1123.200,     20,    1215.994,     20, 
00:00:00 21/09/2015,    1205.574,     20,    1187.136,     20,    1224.331,     20, 
00:00:00 22/09/2015,    1208.982,     20,    1199.448,     20,    1275.264,     20, 
00:00:00 23/09/2015,    1403.579,     20,    1275.264,     20,    1447.459,     20, 
00:00:00 24/09/2015,    1453.114,     20,    1442.707,     20,    1471.349,     20, 
00:00:00 25/09/2015,    1457.778,     20,    1447.459,     20,    1471.349,     20, 
00:00:00 26/09/2015,    1440.756,     20,    1409.789,     20,    1471.349,     20, 
00:00:00 27/09/2015,    1352.403,     20,    1203.552,     20,    1442.707,     20, 
00:00:00 28/09/2015,    1172.069,     20,    1150.848,     20,    1203.552,     20, 
00:00:00 29/09/2015,    1165.311,     20,    1138.925,     20,    1232.712,     20, 
00:00:00 30/09/2015,    1293.741,     20,    1232.712,     20,    1314.533,     20, 
00:00:00 01/10/2015,    1312.785,     20,    1288.267,     20,    1368.360,     20, 
00:00:00 02/10/2015,    1454.647,     20,    1368.360,     20,    1485.864,     20, 
00:00:00 03/10/2015,    1463.689,     20,    1447.459,     20,    1481.026,     20, 
00:00:00 04/10/2015,    1474.905,     20,    1437.955,     20,    1525.046,     20, 
00:00:00 05/10/2015,    1542.482,     20,    1520.078,     20,    1565.006,     20, 
00:00:00 06/10/2015,    1614.965,     20,    1559.952,     20,    1711.282,     20, 
00:00:00 07/10/2015,    1762.949,     20,    1711.282,     20,    1793.837,     20, 
00:00:00 08/10/2015,    1752.660,     20,    1695.125,     20,    1793.837,     20, 
00:00:00 09/10/2015,    1653.533,     20,    1616.112,     20,    1695.125,     20, 
00:00:00 10/10/2015,    1593.317,     20,    1570.061,     20,    1616.112,     20, 
00:00:00 11/10/2015,    1567.749,     20,    1559.952,     20,    1580.213,     20, 
00:00:00 12/10/2015,    1567.268,     20,    1549.930,     20,    1585.310,     20, 
00:00:00 13/10/2015,    1550.043,     20,    1534.939,     20,    1559.952,     20, 
00:00:00 14/10/2015,    1530.217,     20,    1515.154,     20,    1549.930,     20, 
00:00:00 15/10/2015,    1497.296,     20,    1466.554,     20,    1520.078,     20, 
00:00:00 16/10/2015,    1456.401,     20,    1437.955,     20,    1471.349,     20, 
00:00:00 17/10/2015,    1466.328,     20,    1447.459,     20,    1515.154,     20, 
00:00:00 18/10/2015,    1515.752,     20,    1490.702,     20,    1559.952,     20, 
00:00:00 19/10/2015,    1571.159,     20,    1544.918,     20,    1595.506,     20, 
00:00:00 20/10/2015,    1565.123,     20,    1549.930,     20,    1575.115,     20, 
00:00:00 21/10/2015,    1581.830,     20,    1565.006,     20,    1600.646,     20, 
00:00:00 22/10/2015,    1600.681,     20,    1585.310,     20,    1631.664,     20, 
00:00:00 23/10/2015,    1613.812,     20,    1580.213,     20,    1642.118,     20, 
00:00:00 24/10/2015,    1626.638,     20,    1600.646,     20,    1652.616,     20, 
00:00:00 25/10/2015,    1615.370,     20,    1600.646,     20,    1626.480,     20, 
00:00:00 26/10/2015,    1583.609,     20,    1554.941,     20,    1616.112,     20, 
00:00:00 27/10/2015,    1551.821,     20,    1534.939,     20,    1565.006,     20, 
00:00:00 28/10/2015,    1542.352,     20,    1525.046,     20,    1565.006,     20, 
00:00:00 29/10/2015,    1531.977,     20,    1510.229,     20,    1549.930,     20, 
00:00:00 30/10/2015,    1529.402,     20,    1505.347,     20,    1544.918,     20, 
00:00:00 31/10/2015,    1529.911,     20,    1515.154,     20,    1549.930,     20, 
00:00:00 01/11/2015,    1557.089,     20,    1529.971,     20,    1590.408,     20, 
00:00:00 02/11/2015,    1590.858,     20,    1570.061,     20,    1605.787,     20, 
00:00:00 03/11/2015,    1582.137,     20,    1565.006,     20,    1595.506,     20, 
00:00:00 04/11/2015,    1563.027,     20,    1544.918,     20,    1580.213,     20, 
00:00:00 05/11/2015,    1525.899,     20,    1495.584,     20,    1559.952,     20, 
00:00:00 06/11/2015,    1503.251,     20,    1481.026,     20,    1520.078,     20, 
00:00:00 07/11/2015,    1502.622,     20,    1495.584,     20,    1529.971,     20, 
00:00:00 08/11/2015,    1534.561,     20,    1520.078,     20,    1570.061,     20, 
00:00:00 09/11/2015,    1610.014,     20,    1515.154,     20,    1856.304,     20, 
00:00:00 10/11/2015,    2427.851,     20,    1816.387,     20,    3294.432,     20, 
00:00:00 11/11/2015,    3633.057,     20,    3294.432,     20,    3745.267,     20, 
00:00:00 12/11/2015,    3073.392,     20,    2439.418,     20,    3628.368,     20, 
00:00:00 13/11/2015,    2081.255,     20,    1782.691,     20,    2439.418,     20, 
00:00:00 14/11/2015,    1699.628,     20,    1652.616,     20,    1782.691,     20, 
00:00:00 15/11/2015,    1611.388,     20,    1570.061,     20,    1668.470,     20, 
00:00:00 16/11/2015,    1566.149,     20,    1539.950,     20,    1600.646,     20, 
00:00:00 17/11/2015,    1532.510,     20,    1510.229,     20,    1554.941,     20, 
00:00:00 18/11/2015,    1493.872,     20,    1466.554,     20,    1534.939,     20, 
00:00:00 19/11/2015,    1476.940,     20,    1456.963,     20,    1510.229,     20, 
00:00:00 20/11/2015,    1544.561,     20,    1510.229,     20,    1559.952,     20, 
00:00:00 21/11/2015,    1531.950,     20,    1490.702,     20,    1559.952,     20, 
00:00:00 22/11/2015,    1437.535,     20,    1395.878,     20,    1490.702,     20, 
00:00:00 23/11/2015,    1343.285,     20,    1301.357,     20,    1395.878,     20, 
00:00:00 24/11/2015,    1379.751,     20,    1323.389,     20,    1529.971,     20, 
00:00:00 25/11/2015,    1585.135,     20,    1529.971,     20,    1684.411,     20, 
00:00:00 26/11/2015,    1737.285,     20,    1684.411,     20,    1754.957,     20, 
00:00:00 27/11/2015,    1766.743,     20,    1754.957,     20,    1799.453,     20, 
00:00:00 28/11/2015,    1808.083,     20,    1788.264,     20,    1850.558,     20, 
00:00:00 29/11/2015,    1889.427,     20,    1850.558,     20,    1908.662,     20, 
00:00:00 30/11/2015,    1914.782,     20,    1908.662,     20,    1920.413,     20, 
00:00:00 01/12/2015,    1906.337,     20,    1902.787,     20,    1914.538,     20, 
00:00:00 02/12/2015,    1925.311,     20,    1908.662,     20,    1968.106,     20, 
00:00:00 03/12/2015,    1986.395,     20,    1968.106,     20,    2010.571,     20, 
00:00:00 04/12/2015,    2033.662,     20,    2010.571,     20,    2059.992,     20, 
00:00:00 05/12/2015,    2074.055,     20,    2059.992,     20,    2097.619,     20, 
00:00:00 06/12/2015,    2118.272,     20,    2097.619,     20,    2135.808,     20, 
00:00:00 07/12/2015,    2158.748,     20,    2135.808,     20,    2168.035,     20, 
00:00:00 08/12/2015,    2153.377,     20,    2123.021,     20,    2161.555,     20, 
00:00:00 09/12/2015,    2118.586,     20,    2085.005,     20,    2155.118,     20, 
00:00:00 10/12/2015,    2042.981,     20,    2004.480,     20,    2085.005,     20, 
00:00:00 11/12/2015,    1976.588,     20,    1950.134,     20,    2010.571,     20, 
00:00:00 12/12/2015,    1964.825,     20,    1926.331,     20,    2220.350,     20, 
00:00:00 13/12/2015,    1942.129,     20,     496.541,     20,    2439.418,     20, 
00:00:00 14/12/2015,    2040.368,     20,    2016.706,     20,    2059.992,     20, 
00:00:00 15/12/2015,    2080.771,     20,    2059.992,     20,    2103.970,     20, 
00:00:00 16/12/2015,    2250.444,     20,    2103.970,     20,    2606.861,     20, 
00:00:00 17/12/2015,    2195.026,     20,    1668.470,     20,    2591.957,     20, 
00:00:00 18/12/2015,    2056.626,     20,    2041.373,     20,    2066.213,     20, 
00:00:00 19/12/2015,    2091.139,     20,    2041.373,     20,    2148.638,     20, 
00:00:00 20/12/2015,    2167.409,     20,    2142.245,     20,    2194.085,     20, 
00:00:00 21/12/2015,    2203.759,     20,    2194.085,     20,    2207.174,     20, 
00:00:00 22/12/2015,    2175.792,     20,    2142.245,     20,    2200.608,     20, 
00:00:00 23/12/2015,    2123.860,     20,    2103.970,     20,    2142.245,     20, 
00:00:00 24/12/2015,    2112.986,     20,    2097.619,     20,    2142.245,     20, 
00:00:00 25/12/2015,    2172.261,     20,    2142.245,     20,    2187.562,     20, 
00:00:00 26/12/2015,    2171.857,     20,    2155.118,     20,    2187.562,     20, 
00:00:00 27/12/2015,    2182.959,     20,    2161.555,     20,    2200.608,     20, 
00:00:00 28/12/2015,    2201.361,     20,    2181.038,     20,    2233.570,     20, 
00:00:00 29/12/2015,    2795.483,     20,    2233.570,     20,    4775.976,     20, 
00:00:00 30/12/2015,    5015.476,     20,    4485.888,     20,    5334.120,     20, 
00:00:00 31/12/2015,    3617.972,     20,    2814.523,     20,    4485.888,     20, 
00:00:00 01/01/2016,    2457.791,     20,    2097.619,     20,    2814.523,     20, 
00:00:00 02/01/2016,    1829.275,     20,    1395.878,     20,    2103.970,     20, 
00:00:00 03/01/2016,    5005.958,     20,    1409.789,     20,   17050.176,     20, 
00:00:00 04/01/2016,   18327.827,     20,   13027.349,     20,   24186.211,     20, 
00:00:00 05/01/2016,   10188.372,     20,    5269.752,     20,   18303.840,     20, 
00:00:00 06/01/2016,    4929.165,     20,    4318.488,     20,    5269.752,     20, 
00:00:00 07/01/2016,    3516.456,     20,    2838.326,     20,    4318.488,     20, 
00:00:00 08/01/2016,    2392.941,     20,    1850.558,     20,    2838.326,     20, 
00:00:00 09/01/2016,    1473.445,     20,    1146.874,     20,    1850.558,     20, 
00:00:00 10/01/2016,    1100.246,     20,     885.514,     20,    1476.187,     20, 
00:00:00 11/01/2016,    1461.373,     20,    1419.120,     20,    1490.702,     20, 
00:00:00 12/01/2016,    1411.914,     20,    1372.896,     20,    1428.538,     20, 
00:00:00 13/01/2016,    1438.404,     20,    1409.789,     20,    1481.026,     20, 
00:00:00 14/01/2016,    1512.082,     20,    1461.758,     20,    1610.928,     20, 
00:00:00 15/01/2016,    1625.288,     20,    1600.646,     20,    1673.784,     20, 
00:00:00 16/01/2016,    1702.780,     20,    1657.886,     20,    1777.118,     20, 
00:00:00 17/01/2016,    1781.298,     20,    1771.546,     20,    1788.264,     20, 
00:00:00 18/01/2016,    1787.928,     20,    1771.546,     20,    1805.069,     20, 
00:00:00 19/01/2016,    1825.885,     20,    1805.069,     20,    1850.558,     20, 
00:00:00 20/01/2016,    1849.635,     20,    1839.110,     20,    1873.627,     20, 
00:00:00 21/01/2016,    1882.828,     20,    1873.627,     20,    1896.912,     20, 
00:00:00 22/01/2016,    1899.131,     20,    1885.248,     20,    1920.413,     20, 
00:00:00 23/01/2016,    1925.999,     20,    1902.787,     20,    1938.211,     20, 
00:00:00 24/01/2016,    1918.016,     20,    1891.080,     20,    1938.211,     20, 
00:00:00 25/01/2016,    1922.774,     20,    1908.662,     20,    1938.211,     20, 
00:00:00 26/01/2016,    1961.314,     20,    1908.662,     20,    2085.005,     20, 
00:00:00 27/01/2016,    2129.755,     20,    2085.005,     20,    2226.960,     20, 
00:00:00 28/01/2016,    2214.739,     20,    2194.085,     20,    2226.960,     20, 
00:00:00 29/01/2016,    2308.971,     20,    2220.350,     20,    2467.930,     20, 
00:00:00 30/01/2016,    2524.647,     20,    2467.930,     20,    2584.526,     20, 
00:00:00 31/01/2016,    2554.606,     20,    2511.173,     20,    2584.526,     20, 
00:00:00 01/02/2016,    2560.875,     20,    2533.032,     20,    2591.957,     20, 
00:00:00 02/02/2016,    2679.204,     20,    2591.957,     20,    2838.326,     20, 
00:00:00 03/02/2016,    2880.114,     20,    2838.326,     20,    2902.651,     20, 
00:00:00 04/02/2016,    5992.651,     20,    2902.651,     20,   26959.003,     20, 
00:00:00 05/02/2016,   34184.779,     20,   26465.746,     20,   42633.000,     20, 
00:00:00 06/02/2016,  119174.328,     20,   30778.531,     20,  194615.224,     20, 
00:00:00 07/02/2016,   73181.804,     20,   62263.340,     20,   91410.293,     20, 
00:00:00 08/02/2016,  128089.648,     20,   84322.729,     20,  169496.454,     20, 
00:00:00 09/02/2016,   72850.465,     20,   38532.499,     20,  117579.860,     20, 
00:00:00 10/02/2016,   24877.332,     20,   15926.717,     20,   38532.499,     20, 
00:00:00 11/02/2016,    8980.376,     20,    1805.069,     20,   15926.717,     20, 
00:00:00 12/02/2016,    4649.029,     20,    1799.453,     20,    6227.150,     20, 
00:00:00 13/02/2016,    4680.322,     20,    3865.018,     20,    5451.494,     20, 
00:00:00 14/02/2016,    3306.782,     20,    2886.451,     20,    3865.018,     20, 
00:00:00 15/02/2016,    2639.814,     20,    2194.085,     20,    2886.451,     20, 
00:00:00 16/02/2016,    1959.829,     20,    1810.728,     20,    2194.085,     20, 
00:00:00 17/02/2016,    1921.631,     20,    1793.837,     20,    2168.035,     20, 
00:00:00 18/02/2016,    2199.180,     20,    2135.808,     20,    2314.267,     20, 
00:00:00 19/02/2016,    2258.541,     20,    2226.960,     20,    2307.442,     20, 
00:00:00 20/02/2016,    2258.474,     20,    2233.570,     20,    2293.877,     20, 
00:00:00 21/02/2016,    2299.953,     20,    2293.877,     20,    2300.659,     20, 
00:00:00 22/02/2016,    2349.759,     20,    2300.659,     20,    2404.166,     20, 
00:00:00 23/02/2016,    2429.565,     20,    2383.171,     20,    2475.101,     20, 
00:00:00 24/02/2016,    2493.998,     20,    2475.101,     20,    2503.915,     20, 
00:00:00 25/02/2016,    2516.772,     20,    2503.915,     20,    2525.731,     20, 
00:00:00 26/02/2016,    2568.526,     20,    2525.731,     20,    2629.325,     20, 
00:00:00 27/02/2016,    2647.553,     20,    2629.325,     20,    2659.522,     20, 
00:00:00 28/02/2016,    2664.590,     20,    2659.522,     20,    2674.728,     20, 
00:00:00 29/02/2016,    2648.411,     20,    2606.861,     20,    2682.331,     20, 
00:00:00 01/03/2016,    2598.787,     20,    2591.957,     20,    2606.861,     20, 
00:00:00 02/03/2016,    2583.515,     20,    2554.978,     20,    2599.387,     20, 
00:00:00 03/03/2016,    2583.528,     20,    2554.978,     20,    2629.325,     20, 
00:00:00 04/03/2016,    6789.642,     20,    2577.139,     20,   15541.632,     20, 
00:00:00 05/03/2016,    6212.030,     20,    1575.115,     20,   12194.064,     20, 
00:00:00 06/03/2016,    2231.432,     20,    1395.878,     20,    2943.389,     20, 
00:00:00 07/03/2016,    7836.505,     20,    2943.389,     20,   14943.614,     20, 
00:00:00 08/03/2016,   12823.110,     20,   10779.437,     20,   14856.394,     20, 
00:00:00 09/03/2016,   11617.344,     20,    9852.883,     20,   14340.715,     20, 
00:00:00 10/03/2016,   11825.868,     20,    9485.381,     20,   14277.168,     20, 
00:00:00 11/03/2016,    8088.766,     20,    7084.843,     20,    9485.381,     20, 
00:00:00 12/03/2016,    6598.142,     20,    6183.562,     20,    7084.843,     20, 
00:00:00 13/03/2016,    5849.767,     20,    5155.358,     20,    6198.077,     20, 
00:00:00 14/03/2016,    4544.161,     20,    3885.278,     20,    5155.358,     20, 
00:00:00 15/03/2016,    3516.273,     20,    3303.374,     20,    3885.278,     20, 
00:00:00 16/03/2016,    4698.407,     20,    3330.331,     20,    5926.997,     20, 
00:00:00 17/03/2016,    4960.128,     20,    4018.853,     20,    5829.451,     20, 
00:00:00 18/03/2016,    3940.915,     20,    3865.018,     20,    4039.718,     20, 
00:00:00 19/03/2016,    4943.242,     20,    3998.074,     20,    7247.102,     20, 
00:00:00 20/03/2016,   11385.194,     20,    7247.102,     20,   18128.059,     20, 
00:00:00 21/03/2016,   27398.688,     20,   18128.059,     20,   34752.975,     20, 
00:00:00 22/03/2016,   40003.625,     20,   34752.975,     20,   49240.872,     20, 
00:00:00 23/03/2016,   44694.490,     20,   39656.693,     20,   49143.154,     20, 
00:00:00 24/03/2016,   37789.671,     20,   33540.264,     20,   49879.239,     20, 
00:00:00 25/03/2016,   31753.383,     20,   29390.515,     20,   33690.211,     20, 
00:00:00 26/03/2016,   26907.013,     20,   24898.709,     20,   29390.515,     20, 
00:00:00 27/03/2016,   23072.001,     20,   21677.371,     20,   24898.709,     20, 
00:00:00 28/03/2016,   20155.775,     20,   18659.031,     20,   21677.371,     20, 
00:00:00 29/03/2016,   12619.947,     20,    4029.264,     20,   18659.031,     20, 
00:00:00 30/03/2016,   13070.039,     20,   11024.338,     20,   13899.946,     20, 
00:00:00 31/03/2016,   11006.212,     20,    9968.832,     20,   12212.986,     20, 
00:00:00 01/04/2016,    9061.508,     20,    8227.008,     20,   10084.262,     20, 
00:00:00 02/04/2016,    7465.414,     20,    6893.856,     20,    8281.267,     20, 
00:00:00 03/04/2016,    6060.296,     20,    5256.922,     20,    6893.856,     20, 
00:00:00 04/04/2016,    5067.316,     20,    4716.835,     20,    5412.139,     20, 
00:00:00 05/04/2016,    4495.582,     20,    4209.581,     20,    4775.976,     20, 
00:00:00 06/04/2016,    3957.004,     20,    3504.946,     20,    4231.181,     20, 
00:00:00 07/04/2016,    3391.126,     20,    3188.549,     20,    3504.946,     20, 
00:00:00 08/04/2016,    2903.682,     20,    2606.861,     20,    3188.549,     20, 
00:00:00 09/04/2016,    2711.448,     20,    2621.808,     20,    2767.306,     20, 
00:00:00 10/04/2016,    2826.643,     20,    2728.426,     20,    2878.416,     20, 
00:00:00 11/04/2016,    2917.774,     20,    2878.416,     20,    2943.389,     20, 
00:00:00 12/04/2016,    2817.936,     20,    2446.546,     20,    2927.059,     20, 
00:00:00 13/04/2016,    2278.872,     20,    2181.038,     20,    2446.546,     20, 
00:00:00 14/04/2016,    2127.929,     20,    2035.152,     20,    2327.918,     20, 
00:00:00 15/04/2016,    2515.356,     20,    2321.093,     20,    2798.712,     20, 
00:00:00 16/04/2016,    2663.732,     20,    2562.365,     20,    2743.934,     20, 
00:00:00 17/04/2016,    2754.642,     20,    2728.426,     20,    2775.125,     20, 
00:00:00 18/04/2016,    2719.454,     20,    2682.331,     20,    2736.158,     20, 
00:00:00 19/04/2016,    2653.110,     20,    2614.334,     20,    2682.331,     20, 
00:00:00 20/04/2016,    2622.291,     20,    2614.334,     20,    2629.325,     20, 
00:00:00 21/04/2016,    2491.691,     20,    2273.659,     20,    2621.808,     20, 
00:00:00 22/04/2016,    2213.202,     20,    2181.038,     20,    2273.659,     20, 
00:00:00 23/04/2016,    2194.764,     20,    2181.038,     20,    2200.608,     20, 
00:00:00 24/04/2016,    2167.380,     20,    2148.638,     20,    2181.038,     20, 
00:00:00 25/04/2016,    2150.123,     20,    2148.638,     20,    2155.118,     20, 
00:00:00 26/04/2016,    2161.976,     20,    2155.118,     20,    2174.515,     20, 
00:00:00 27/04/2016,    2180.359,     20,    2174.515,     20,    2181.038,     20, 
00:00:00 28/04/2016,    2166.971,     20,    2142.245,     20,    2181.038,     20, 
00:00:00 29/04/2016,    2088.734,     20,    2047.550,     20,    2142.245,     20, 
00:00:00 30/04/2016,    2034.917,     20,    2029.018,     20,    2047.550,     20, 
00:00:00 01/05/2016,    2033.764,     20,    2029.018,     20,    2041.373,     20, 
